ADAL	ADAL	11
ADAL	ADAR	0
ADAL	ADEL	0
ADAL	ADER	0
ADAL	ADFL	0
ADAL	ADFR	0
ADAL	ADLL	0
ADAL	ADLR	0
ADAL	AFDL	0
ADAL	AFDR	0
ADAL	AIAL	0
ADAL	AIAR	0
ADAL	AIBL	0
ADAL	AIBR	0
ADAL	AIML	0
ADAL	AIMR	0
ADAL	AINL	0
ADAL	AINR	0
ADAL	AIYL	0
ADAL	AIYR	0
ADAL	AIZL	0
ADAL	AIZR	0
ADAL	ALA	0
ADAL	ALML	0
ADAL	ALMR	0
ADAL	ALNL	0
ADAL	ALNR	0
ADAL	AQR	0
ADAL	AS1	0
ADAL	AS2	0
ADAL	AS3	0
ADAL	AS4	0
ADAL	AS5	0
ADAL	AS6	0
ADAL	AS7	0
ADAL	AS8	0
ADAL	AS9	0
ADAL	AS10	0
ADAL	AS11	0
ADAL	ASEL	-11
ADAL	ASER	0
ADAL	ASGL	0
ADAL	ASGR	0
ADAL	ASHL	0
ADAL	ASHR	0
ADAL	ASIL	0
ADAL	ASIR	0
ADAL	ASJL	0
ADAL	ASJR	0
ADAL	ASKL	0
ADAL	ASKR	0
ADAL	AUAL	0
ADAL	AUAR	0
ADAL	AVAL	0
ADAL	AVAR	0
ADAL	AVBL	0
ADAL	AVBR	0
ADAL	AVDL	0
ADAL	AVDR	0
ADAL	AVEL	0
ADAL	AVER	0
ADAL	AVFL	0
ADAL	AVFR	0
ADAL	AVG	0
ADAL	AVHL	0
ADAL	AVHR	0
ADAL	AVJL	20
ADAL	AVJR	0
ADAL	AVKL	0
ADAL	AVKR	0
ADAL	AVL	0
ADAL	AVM	0
ADAL	AWAL	0
ADAL	AWAR	0
ADAL	AWBL	0
ADAL	AWBR	0
ADAL	AWCL	0
ADAL	AWCR	0
ADAL	BAGL	0
ADAL	BAGR	0
ADAL	BDUL	0
ADAL	BDUR	0
ADAL	CEPDL	0
ADAL	CEPDR	0
ADAL	CEPVL	0
ADAL	CEPVR	0
ADAL	DA1	0
ADAL	DA2	0
ADAL	DA3	0
ADAL	DA4	0
ADAL	DA5	0
